item_id,familiarity,filename,match_noun,match_verb,match_noun_en,match_verb_en,nonmatch_noun,nonmatch_verb,nonmatch_noun_en,nonmatch_verb_en
121,familiar,ampel.png,Verkehr,leiten,NA,NA,NA,NA,NA,NA
122,familiar,angel.png,Fisch,angeln,NA,NA,NA,NA,NA,NA
123,familiar,anker.png,Boot,verankern,NA,NA,NA,NA,NA,NA
124,familiar,aschenbecher.png,Zigarette,ablegen,NA,NA,NA,NA,NA,NA
125,familiar,astschere.png,Äste,schneiden,NA,NA,NA,NA,NA,NA
126,familiar,axt.png,Bäume,fällen,NA,NA,NA,NA,NA,NA
127,familiar,besen.png,Fußboden,kehren,NA,NA,NA,NA,NA,NA
128,familiar,bohrmaschine.png,Loch,bohren,NA,NA,NA,NA,NA,NA
129,familiar,brecheisen.png,Tür,aufbrechen,NA,NA,NA,NA,NA,NA
130,familiar,brille.png,Sehschwäche,korrigieren,NA,NA,NA,NA,NA,NA
131,familiar,buegel.png,Kleidung,aufhängen,NA,NA,NA,NA,NA,NA
132,familiar,buegeleisen.png,Hemden,bügeln,NA,NA,NA,NA,NA,NA
133,familiar,buerostuhl.png,Büro,sitzen,NA,NA,NA,NA,NA,NA
134,familiar,buerste.png,Haare,bürsten,NA,NA,NA,NA,NA,NA
135,familiar,diabolo.png,Diabolo,spielen,NA,NA,NA,NA,NA,NA
136,familiar,dosenoeffner.png,Dose,öffnen,NA,NA,NA,NA,NA,NA
137,familiar,drucker.png,Papier,drucken,NA,NA,NA,NA,NA,NA
138,familiar,dusche.png,Körper,duschen,NA,NA,NA,NA,NA,NA
139,familiar,eierschneider.png,Eier,schneiden,NA,NA,NA,NA,NA,NA
140,familiar,fahrrad.png,Fahrrad,fahren,NA,NA,NA,NA,NA,NA
141,familiar,fernglas.png,Dinge,vergrößern,NA,NA,NA,NA,NA,NA
142,familiar,fernseher.png,Fernsehen,schauen,NA,NA,NA,NA,NA,NA
143,familiar,feuerzeug.png,Feuer,machen,NA,NA,NA,NA,NA,NA
144,familiar,flaschenoeffner.png,Bierflasche,öffnen,NA,NA,NA,NA,NA,NA
145,familiar,foehn.png,Haare,trocknen,NA,NA,NA,NA,NA,NA
146,familiar,fueller.png,Handschrift,schreiben,NA,NA,NA,NA,NA,NA
147,familiar,gabel.png,Gabel,essen,NA,NA,NA,NA,NA,NA
148,familiar,gewehr.png,Gewehr,schießen,NA,NA,NA,NA,NA,NA
149,familiar,giesskanne.png,Gießkanne,gießen,NA,NA,NA,NA,NA,NA
150,familiar,gitarre.png,Gitarre,spielen,NA,NA,NA,NA,NA,NA
151,familiar,gluehbirne.png,Licht,machen,NA,NA,NA,NA,NA,NA
152,familiar,grill.png,Fleisch,grillen,NA,NA,NA,NA,NA,NA
153,familiar,hacke.png,Unkraut,jäten,NA,NA,NA,NA,NA,NA
154,familiar,hammer.png,Nägel,einschlagen,NA,NA,NA,NA,NA,NA
155,familiar,handruehrgeraet.png,Teig,rühren,NA,NA,NA,NA,NA,NA
156,familiar,handschellen.png,Handschellen,anlegen,NA,NA,NA,NA,NA,NA
157,familiar,handy.png,Telefon,anrufen,NA,NA,NA,NA,NA,NA
158,familiar,hanteln.png,Gewichte,stemmen,NA,NA,NA,NA,NA,NA
159,familiar,herd.png,Essen,kochen,NA,NA,NA,NA,NA,NA
160,familiar,kaefig.png,Haustiere,transportieren,NA,NA,NA,NA,NA,NA
161,familiar,kaffeemaschine.png,Kaffee,kochen,NA,NA,NA,NA,NA,NA
162,familiar,kamera.png,Fotos,schießen,NA,NA,NA,NA,NA,NA
163,familiar,kamm.png,Haare,kämmen,NA,NA,NA,NA,NA,NA
164,familiar,kasse.png,Geld,aufbewahren,NA,NA,NA,NA,NA,NA
165,familiar,kassette.png,Musik,abspielen,NA,NA,NA,NA,NA,NA
166,familiar,kehrschaufel.png,Dreck,wegkehren,NA,NA,NA,NA,NA,NA
167,familiar,kinderwagen.png,Kleinkind,fahren,NA,NA,NA,NA,NA,NA
168,familiar,klavier.png,Klavier,spielen,NA,NA,NA,NA,NA,NA
169,familiar,klobuerste.png,Toilette,putzen,NA,NA,NA,NA,NA,NA
170,familiar,koffer.png,Reisegepäck,transportieren,NA,NA,NA,NA,NA,NA
171,familiar,kompass.png,Himmelsrichtung,bestimmen,NA,NA,NA,NA,NA,NA
172,familiar,kopfhoerer.png,Musik,hören,NA,NA,NA,NA,NA,NA
173,familiar,korkenzieher.png,Weinflasche,öffnen,NA,NA,NA,NA,NA,NA
174,familiar,kuchenform.png,Kuchen,backen,NA,NA,NA,NA,NA,NA
175,familiar,kuechenmaschine.png,Zutaten,rühren,NA,NA,NA,NA,NA,NA
176,familiar,lampe.png,Licht,machen,NA,NA,NA,NA,NA,NA
177,familiar,leiter.png,Leiter,steigen,NA,NA,NA,NA,NA,NA
178,familiar,lineal.png,Abstand,messen,NA,NA,NA,NA,NA,NA
179,familiar,locher.png,Papier,lochen,NA,NA,NA,NA,NA,NA
180,familiar,maulschluessel.png,Schrauben,festziehen,NA,NA,NA,NA,NA,NA
181,familiar,mikrofon.png,Stimme,verstärken,NA,NA,NA,NA,NA,NA
182,familiar,mikrowelle.png,Fertiggerichte,erhitzen,NA,NA,NA,NA,NA,NA
183,familiar,milchschaeumer.png,Milch,aufschäumen,NA,NA,NA,NA,NA,NA
184,familiar,naehmaschine.png,Kleidung,nähen,NA,NA,NA,NA,NA,NA
185,familiar,nagelfeile.png,Nägel,feilen,NA,NA,NA,NA,NA,NA
186,familiar,nudelholz.png,Teig,ausrollen,NA,NA,NA,NA,NA,NA
187,familiar,pfanne.png,Essen,braten,NA,NA,NA,NA,NA,NA
188,familiar,pfannenwender.png,Pfannkuchen,wenden,NA,NA,NA,NA,NA,NA
189,familiar,pfeffermuehle.png,Pfeffer,mahlen,NA,NA,NA,NA,NA,NA
190,familiar,pfeife.png,Tabak,rauchen,NA,NA,NA,NA,NA,NA
191,familiar,pinzette.png,Schiefer,entfernen,NA,NA,NA,NA,NA,NA
192,familiar,puerierstab.png,Essen,zerkleinern,NA,NA,NA,NA,NA,NA
193,familiar,raclette-grill.png,Raclette,essen,NA,NA,NA,NA,NA,NA
194,familiar,radiergummi.png,Bleistift,radieren,NA,NA,NA,NA,NA,NA
195,familiar,radio.png,Radio,hören,NA,NA,NA,NA,NA,NA
196,familiar,rasenmaeher.png,Rasen,mähen,NA,NA,NA,NA,NA,NA
197,familiar,rasierpinsel.png,Makeup,auftragen,NA,NA,NA,NA,NA,NA
198,familiar,rechen.png,Laub,rechen,NA,NA,NA,NA,NA,NA
199,familiar,regenschirm.png,Regen,abhalten,NA,NA,NA,NA,NA,NA
200,familiar,reibe.png,Käse,reiben,NA,NA,NA,NA,NA,NA
201,familiar,saege.png,Holz,sägen,NA,NA,NA,NA,NA,NA
202,familiar,salzstreuer.png,Salz,würzen,NA,NA,NA,NA,NA,NA
203,familiar,sattel.png,Pferd,satteln,NA,NA,NA,NA,NA,NA
204,familiar,schalter.png,Licht,anschalten,NA,NA,NA,NA,NA,NA
205,familiar,schaufel.png,Löcher,graben,NA,NA,NA,NA,NA,NA
206,familiar,schaumloeffel.png,Essen,servieren,NA,NA,NA,NA,NA,NA
207,familiar,schere.png,Papier,schneiden,NA,NA,NA,NA,NA,NA
208,familiar,schluessel.png,Tür,aufschließen,NA,NA,NA,NA,NA,NA
209,familiar,schneebesen.png,Teig,rühren,NA,NA,NA,NA,NA,NA
210,familiar,schraubenzieher.png,Schrauben,drehen,NA,NA,NA,NA,NA,NA
211,familiar,sichel.png,Gras,schneiden,NA,NA,NA,NA,NA,NA
212,familiar,sieb.png,Nudeln,abgießen,NA,NA,NA,NA,NA,NA
213,familiar,slotmachine.png,Glücksspiel,spielen,NA,NA,NA,NA,NA,NA
214,familiar,sparschwein.png,Geld,sparen,NA,NA,NA,NA,NA,NA
215,familiar,spritze.png,Medikamente,spritzen,NA,NA,NA,NA,NA,NA
216,familiar,steckdose.png,Strom,anschließen,NA,NA,NA,NA,NA,NA
217,familiar,stempel.png,Siegel,stempeln,NA,NA,NA,NA,NA,NA
218,familiar,stethoskop.png,Herzfrequenz,hören,NA,NA,NA,NA,NA,NA
219,familiar,tacker.png,Papiere,zusammen heften,NA,NA,NA,NA,NA,NA
220,familiar,taschenmesser.png,Taschenmesser,benutzen,NA,NA,NA,NA,NA,NA
221,familiar,telefon.png,Telefon,anrufen,NA,NA,NA,NA,NA,NA
222,familiar,tesaroller.png,Klebeband,abrollen,NA,NA,NA,NA,NA,NA
223,familiar,thermometer.png,Temperatur,anzeigen,NA,NA,NA,NA,NA,NA
224,familiar,tischtennisschlaeger.png,Tischtennis,spielen,NA,NA,NA,NA,NA,NA
225,familiar,trichter.png,Flüssigkeit,einfüllen,NA,NA,NA,NA,NA,NA
226,familiar,trillerpfeife.png,Töne,pfeifen,NA,NA,NA,NA,NA,NA
227,familiar,trommel.png,Töne,trommeln,NA,NA,NA,NA,NA,NA
228,familiar,trompete.png,Trompete,spielen,NA,NA,NA,NA,NA,NA
229,familiar,uhr.png,Zeit,anzeigen,NA,NA,NA,NA,NA,NA
230,familiar,ventilator.png,Luft,kühlen,NA,NA,NA,NA,NA,NA
231,familiar,videokassette.png,Video,abspielen,NA,NA,NA,NA,NA,NA
232,familiar,waage.png,Gewicht,wiegen,NA,NA,NA,NA,NA,NA
233,familiar,waschbecken.png,Hände,waschen,NA,NA,NA,NA,NA,NA
234,familiar,waschmaschine.png,Kleidung,waschen,NA,NA,NA,NA,NA,NA
235,familiar,wasserkocher.png,Wasser,kochen,NA,NA,NA,NA,NA,NA
236,familiar,wecker.png,Wecker,klingeln,NA,NA,NA,NA,NA,NA
237,familiar,zahnbuerste.png,Zähne,putzen,NA,NA,NA,NA,NA,NA
238,familiar,zange.png,Draht,biegen,NA,NA,NA,NA,NA,NA
239,familiar,zirkel.png,Kreise,zeichnen,NA,NA,NA,NA,NA,NA
240,familiar,zollstock.png,Abstand,messen,NA,NA,NA,NA,NA,NA
1,unfamiliar,galvanometer.png,elektrische Spannung,prüfen,electric current,measuring,Makkaroni,formen,macaroni,forming
2,unfamiliar,nudelmaschine.png,Makkaroni,formen,macaroni,forming,Kuh,vom Zaun abhalten,cow,keeping away from the fence
3,unfamiliar,Knochensaege.png,Knochen,sägen,bones,sawing,Streckenmaß,Sonnenlicht nutzen,distance measure,using sunrays
4,unfamiliar,Unkraut-Jaetzange.png,Unkraut,jäten,weed,removing,Uhr,mit Wärme betreiben,clock,operating with heat
5,unfamiliar,mausefalle.png,Mausefalle,zuschnappen,mousetrap,snap-shutting,Brillenglas,zuschneiden,eyeglass lens,cutting
6,unfamiliar,Goldmuenzen-Waage.png,Goldmünzen,wiegen,gold coin,weighing,Farbe,vom Fenster abschleifen,paint,scraping off the window
7,unfamiliar,Knie-Schraubstock.png,Knie,fixieren,knee,fixating,Buchstaben,tippen,letter,typing
8,unfamiliar,Eierkarton-Presse.png,Eierkarton,pressen,egg carton,pressing,Tabak,zermahlen,tobacco,pulverize
9,unfamiliar,Baum-Klettereisen.png,Baum,erklettern,tree,climbing,Rotation,Ladung erzeugen,rotation,creating electric charge
10,unfamiliar,schreibmaschine.png,Buchstaben,tippen,letter,typing,Pferdehuf,Halt geben,horse hoof,giving grip
11,unfamiliar,Elektro-Akkordeon.png,Akkordeon,spielen,accordion,playing,Seil,schneiden,rope,cutting
12,unfamiliar,trimmdichgeraet.png,Körper,trainieren,body,training,Buch,offen halten,book,binding
13,unfamiliar,paint_scraper.png,Farbe,vom Fenster abschleifen,paint,scraping off the window,von Hand,zentrifugieren,by hand,centrifugating
14,unfamiliar,heizpilz.png,Außenbereich,heizen,outdoor area,heating,Rasierklinge,schärfen,razor blade,sharpening
15,unfamiliar,mikroskop.png,Pflanzenteile,vergrößern,plant parts,magnifying,Katzenklo,sich selbst reinigen,litter box,self-cleaning
16,unfamiliar,krawattenaufhaenger.png,Krawatten,aufhängen,necktie,hanging up,Zeichnungen,vermessen,drawings,measuring
17,unfamiliar,grammophonnadel.png,Schallplatte,abtasten,vinyl record,reading,Ball,katapultieren,ball,catapulting
18,unfamiliar,glasschneider.png,Glas,schneiden,glass,cutting,Eier,wiegen,eggs,weighing
19,unfamiliar,Brikettpresse.png,Briketts,pressen,briquette,pressing,Narkosemittel,abgeben,anesthetic,administering
20,unfamiliar,orgelpfeife.png,Orgelton,erzeugen,organ sound,making,Bandage,rollen,bandage,rolling
21,unfamiliar,spannungsgeraet.png,Spannung,erzeugen,electric current,making,Fußstütze,reiten,footrest,horseback riding
22,unfamiliar,anesthesia_inhaler.png,Narkosemittel,abgeben,anesthetic,administering,Nüsse,aufbrechen,nuts,cracking
23,unfamiliar,Bandagen-Roller.png,Bandage,rollen,bandage,rolling,Schnee,rodeln,snow,sleighing
24,unfamiliar,weinfassoeffner.png,Weinfass,Loch einschlagen,wine barrel,smashing a hole,Tier,einfangen,animal,trapping
25,unfamiliar,cork_inserter.png,Flaschenkorken,einführen,bottle cork,inserting,Pferd,im Moor laufen,horse,walking in the moor
26,unfamiliar,Huehnereier-Brutautomat.png,Automat,Eier ausbrüten,machine,incubating eggs,Windgeschwindigkeit,messen,wind speed,measuring
27,unfamiliar,Korngarbengreifer.png,Korngarbe,greifen,sheaf,grabbing,Treibhaus,heizen,glass house,heating
28,unfamiliar,Briefwaage.png,Brief,wiegen,letter,weighing,Korngarbe,greifen,sheaf,grabbing
